rosso
611
50
1.823	0.034
1.725	0.034
1.625	0.034
1.525	0.034
1.425	0.034
1.325	0.034
1.225	0.034
1.125	0.034
1.025	0.033
0.925	0.033
0.825	0.033
0.725	0.033
0.625	0.033
0.525	0.033
0.425	0.032
0.325	0.032
0.225	0.030
0.125	0.017
0.078   0
0.025	-0.054
-0.025	-0.055
-0.125 	-0.492
-0.225	-0.956
-0.325	-1.493
-0.400	-1.920
