giallo
588
25
1.825	0.007
1.725	0.007
1.625	0.007
1.525	0.007
1.425	0.007
1.325	0.007
1.225	0.007
1.125	0.007
1.025	0.007
0.925	0.007
0.825	0.006
0.725	0.006
0.625	0.006
0.525	0.006
0.425	0.006
0.325	0.006
0.225	0.005
0.160	0
0.125   -0.003
0.025	-0.060
-0.025	-0.143
-0.125 	-0.392
-0.225	-0.768
-0.325	-1.207
-0.400	-1.564
